title,company,location,posted_time,description,link
Senior Data Lake Engineer with...,Cardinal Integrated Technologies Inc,"New York, NY",4 days ago,Title: Senior Data Lake Engineer with Java/Python Exp Duration: 6 months CTH Location: New York Job Description: Hands-on Tech lead,https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer-with-Java%26%2347Python-Exp-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6224699
Bioinformatics Engineer II /...,Memorial Sloan Kettering Cancer Center,"New York, NY",11 hours ago,"Company Overview At Memorial Sloan Kettering (MSK), we're not only changing the way we treat cancer, but also the way",https://www.dice.com/jobs/detail/Bioinformatics-Engineer-II-%26%2347-Computational-Research-Scientist-%28Genomics%29-Memorial-Sloan-Kettering-Cancer-Center-New-York-NY-10001/10118869/2019%26%234537072
PeopleSoft Application Developer...,City University of New York,"New York, NY",4 days ago,CAMPUS SPECIFIC INFORMATION The Office of Computing and Information Services (CIS) at the City University of New York (CUNY) support,https://www.dice.com/jobs/detail/PeopleSoft-Application-Developer-%28Multiple-Positions%29-City-University-of-New-York-New-York-NY-10001/10118393/21570
AWS DevOps Engineer - NY or NJ w/...,"NorthBay Solutions, LLC","New York, NY",1 week ago,"About Us Would you like to be part of a team focused on helping customers in a ""once in a",https://www.dice.com/jobs/detail/AWS-DevOps-Engineer-%26%2345-NY-or-NJ-w%26%2347-up-to-70%26%2337-travel-required-NorthBay-Solutions%2C-LLC-New-York-NY-10001/91094041/142
Applications Developer Team...,Paradigm Partners LLC,"New York, NY",1 week ago,"Stability, Technology and Fantastic Benefits including Free Tuition for you and your spouse. Summary NYC based prestigious University...",https://www.dice.com/jobs/detail/Applications-Developer-Team-Lead%26%2347Prestigious-University%26%2347Great-benefits-including-free-tuition-Paradigm-Partners-LLC-New-York-NY-10001/10221476/6008235
Site Reliability Engineer with...,"Archer I.T., LLC","New York, NY",5 days ago,A Top financial firm in NYC is looking for a Senior Site Reliability Engineer. Need to strong with hands-on Object,https://www.dice.com/jobs/detail/Site-Reliability-Engineer-with-Strong-OOD-%28Python%2C-GO%2C-Java-or-C%2B%2B%29-and-Strong-Unix-%26%2347-Linux%21-200%26%2345450k%21-Archer-I.T.%2C-LLC-New-York-NY-10001/10340096/6117651
Sr. Network Solutions Architect...,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: CCIE, Pre Sales, Cisco Data Center, Enterprise Networking, Cisco Security, SDN, SD-WAN Leading solutions...",https://www.dice.com/jobs/detail/Sr.-Network-Solutions-Architect-%28SDN%2C-SD%26%2345WAN%2C-DC%29-CyberCoders-New-York-City-NY-10001/cybercod/CK%26%23451548997112
Java Developer (Associate /...,BNY Mellon Corporation,"New York, NY",4 days ago,Our software engineers develop the next-generation technologies that impact how billions of people around the world participate in the...,https://www.dice.com/jobs/detail/Java-Developer-%28Associate-%26%2347-Intermediate-levels%29-BNY-Mellon-Corporation-New-York-NY-10001/91003102/6334141
"Software Engineer, Platform...",Gambit Technologies Inc,"New York, NY",12 hours ago,Summary: An elite tech-driven hedge funds headquartered in NYC is tackling problems through experimentation and analysis - their team...,https://www.dice.com/jobs/detail/Software-Engineer%2C-Platform-Reliability-%28%24200K%2B%29-Gambit-Technologies-Inc-New-York-NY-10001/10116662/AC915094115
Enterprise Architect with strong...,"CGI Group, Inc.","New York, NY",25 minutes ago,Meet our professionals CGI: A place to build an IT career Position Description: High Level Technical Skills 13+ years experience,https://www.dice.com/jobs/detail/Enterprise-Architect-with-strong-exp-in-IBM-BPM-%2C-SOA%2C-Micro-services%2C-BigData%2C-RPA-%2C-Dockers-%2C-Ope-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23450264
Jira Architect,NodeLogix,"New York, NY",2 weeks ago,Jira Architect Location- East Coast Feel free to reach out on any of the numbers mentioned below: (O): (630) 423-7374,https://www.dice.com/jobs/detail/Jira-Architect-NodeLogix-New-York-NY-10001/90942064/6248733
Senior Data Lake...,Cardinal Integrated Technologies Inc,"New York, NY",19 hours ago,"Send your resume for immediate consideration with availability, contact and rate details to Title: Senior Data Lake...",https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer%26%2347Developer%26%2345Tech-Lead-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6333419
Senior Data Lake Engineer with...,Cardinal Integrated Technologies Inc,"New York, NY",4 days ago,Title: Senior Data Lake Engineer with Java/Python Exp Duration: 6 months CTH Location: New York Job Description: Hands-on Tech lead,https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer-with-Java%26%2347Python-Exp-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6224699
Bioinformatics Engineer II /...,Memorial Sloan Kettering Cancer Center,"New York, NY",11 hours ago,"Company Overview At Memorial Sloan Kettering (MSK), we're not only changing the way we treat cancer, but also the way",https://www.dice.com/jobs/detail/Bioinformatics-Engineer-II-%26%2347-Computational-Research-Scientist-%28Genomics%29-Memorial-Sloan-Kettering-Cancer-Center-New-York-NY-10001/10118869/2019%26%234537072
PeopleSoft Application Developer...,City University of New York,"New York, NY",4 days ago,CAMPUS SPECIFIC INFORMATION The Office of Computing and Information Services (CIS) at the City University of New York (CUNY) support,https://www.dice.com/jobs/detail/PeopleSoft-Application-Developer-%28Multiple-Positions%29-City-University-of-New-York-New-York-NY-10001/10118393/21570
AWS DevOps Engineer - NY or NJ w/...,"NorthBay Solutions, LLC","New York, NY",1 week ago,"About Us Would you like to be part of a team focused on helping customers in a ""once in a",https://www.dice.com/jobs/detail/AWS-DevOps-Engineer-%26%2345-NY-or-NJ-w%26%2347-up-to-70%26%2337-travel-required-NorthBay-Solutions%2C-LLC-New-York-NY-10001/91094041/142
Applications Developer Team...,Paradigm Partners LLC,"New York, NY",1 week ago,"Stability, Technology and Fantastic Benefits including Free Tuition for you and your spouse. Summary NYC based prestigious University...",https://www.dice.com/jobs/detail/Applications-Developer-Team-Lead%26%2347Prestigious-University%26%2347Great-benefits-including-free-tuition-Paradigm-Partners-LLC-New-York-NY-10001/10221476/6008235
Site Reliability Engineer with...,"Archer I.T., LLC","New York, NY",5 days ago,A Top financial firm in NYC is looking for a Senior Site Reliability Engineer. Need to strong with hands-on Object,https://www.dice.com/jobs/detail/Site-Reliability-Engineer-with-Strong-OOD-%28Python%2C-GO%2C-Java-or-C%2B%2B%29-and-Strong-Unix-%26%2347-Linux%21-200%26%2345450k%21-Archer-I.T.%2C-LLC-New-York-NY-10001/10340096/6117651
Sr. Network Solutions Architect...,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: CCIE, Pre Sales, Cisco Data Center, Enterprise Networking, Cisco Security, SDN, SD-WAN Leading solutions...",https://www.dice.com/jobs/detail/Sr.-Network-Solutions-Architect-%28SDN%2C-SD%26%2345WAN%2C-DC%29-CyberCoders-New-York-City-NY-10001/cybercod/CK%26%23451548997112
Java Developer (Associate /...,BNY Mellon Corporation,"New York, NY",4 days ago,Our software engineers develop the next-generation technologies that impact how billions of people around the world participate in the...,https://www.dice.com/jobs/detail/Java-Developer-%28Associate-%26%2347-Intermediate-levels%29-BNY-Mellon-Corporation-New-York-NY-10001/91003102/6334141
"Software Engineer, Platform...",Gambit Technologies Inc,"New York, NY",12 hours ago,Summary: An elite tech-driven hedge funds headquartered in NYC is tackling problems through experimentation and analysis - their team...,https://www.dice.com/jobs/detail/Software-Engineer%2C-Platform-Reliability-%28%24200K%2B%29-Gambit-Technologies-Inc-New-York-NY-10001/10116662/AC915094115
Enterprise Architect with strong...,"CGI Group, Inc.","New York, NY",25 minutes ago,Meet our professionals CGI: A place to build an IT career Position Description: High Level Technical Skills 13+ years experience,https://www.dice.com/jobs/detail/Enterprise-Architect-with-strong-exp-in-IBM-BPM-%2C-SOA%2C-Micro-services%2C-BigData%2C-RPA-%2C-Dockers-%2C-Ope-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23450264
Jira Architect,NodeLogix,"New York, NY",2 weeks ago,Jira Architect Location- East Coast Feel free to reach out on any of the numbers mentioned below: (O): (630) 423-7374,https://www.dice.com/jobs/detail/Jira-Architect-NodeLogix-New-York-NY-10001/90942064/6248733
Senior Data Lake...,Cardinal Integrated Technologies Inc,"New York, NY",19 hours ago,"Send your resume for immediate consideration with availability, contact and rate details to Title: Senior Data Lake...",https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer%26%2347Developer%26%2345Tech-Lead-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6333419
Senior Data Lake Engineer with...,Cardinal Integrated Technologies Inc,"New York, NY",4 days ago,Title: Senior Data Lake Engineer with Java/Python Exp Duration: 6 months CTH Location: New York Job Description: Hands-on Tech lead,https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer-with-Java%26%2347Python-Exp-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6224699
Bioinformatics Engineer II /...,Memorial Sloan Kettering Cancer Center,"New York, NY",11 hours ago,"Company Overview At Memorial Sloan Kettering (MSK), we're not only changing the way we treat cancer, but also the way",https://www.dice.com/jobs/detail/Bioinformatics-Engineer-II-%26%2347-Computational-Research-Scientist-%28Genomics%29-Memorial-Sloan-Kettering-Cancer-Center-New-York-NY-10001/10118869/2019%26%234537072
PeopleSoft Application Developer...,City University of New York,"New York, NY",4 days ago,CAMPUS SPECIFIC INFORMATION The Office of Computing and Information Services (CIS) at the City University of New York (CUNY) support,https://www.dice.com/jobs/detail/PeopleSoft-Application-Developer-%28Multiple-Positions%29-City-University-of-New-York-New-York-NY-10001/10118393/21570
AWS DevOps Engineer - NY or NJ w/...,"NorthBay Solutions, LLC","New York, NY",1 week ago,"About Us Would you like to be part of a team focused on helping customers in a ""once in a",https://www.dice.com/jobs/detail/AWS-DevOps-Engineer-%26%2345-NY-or-NJ-w%26%2347-up-to-70%26%2337-travel-required-NorthBay-Solutions%2C-LLC-New-York-NY-10001/91094041/142
Applications Developer Team...,Paradigm Partners LLC,"New York, NY",1 week ago,"Stability, Technology and Fantastic Benefits including Free Tuition for you and your spouse. Summary NYC based prestigious University...",https://www.dice.com/jobs/detail/Applications-Developer-Team-Lead%26%2347Prestigious-University%26%2347Great-benefits-including-free-tuition-Paradigm-Partners-LLC-New-York-NY-10001/10221476/6008235
Site Reliability Engineer with...,"Archer I.T., LLC","New York, NY",5 days ago,A Top financial firm in NYC is looking for a Senior Site Reliability Engineer. Need to strong with hands-on Object,https://www.dice.com/jobs/detail/Site-Reliability-Engineer-with-Strong-OOD-%28Python%2C-GO%2C-Java-or-C%2B%2B%29-and-Strong-Unix-%26%2347-Linux%21-200%26%2345450k%21-Archer-I.T.%2C-LLC-New-York-NY-10001/10340096/6117651
Sr. Network Solutions Architect...,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: CCIE, Pre Sales, Cisco Data Center, Enterprise Networking, Cisco Security, SDN, SD-WAN Leading solutions...",https://www.dice.com/jobs/detail/Sr.-Network-Solutions-Architect-%28SDN%2C-SD%26%2345WAN%2C-DC%29-CyberCoders-New-York-City-NY-10001/cybercod/CK%26%23451548997112
Java Developer (Associate /...,BNY Mellon Corporation,"New York, NY",4 days ago,Our software engineers develop the next-generation technologies that impact how billions of people around the world participate in the...,https://www.dice.com/jobs/detail/Java-Developer-%28Associate-%26%2347-Intermediate-levels%29-BNY-Mellon-Corporation-New-York-NY-10001/91003102/6334141
"Software Engineer, Platform...",Gambit Technologies Inc,"New York, NY",12 hours ago,Summary: An elite tech-driven hedge funds headquartered in NYC is tackling problems through experimentation and analysis - their team...,https://www.dice.com/jobs/detail/Software-Engineer%2C-Platform-Reliability-%28%24200K%2B%29-Gambit-Technologies-Inc-New-York-NY-10001/10116662/AC915094115
Enterprise Architect with strong...,"CGI Group, Inc.","New York, NY",25 minutes ago,Meet our professionals CGI: A place to build an IT career Position Description: High Level Technical Skills 13+ years experience,https://www.dice.com/jobs/detail/Enterprise-Architect-with-strong-exp-in-IBM-BPM-%2C-SOA%2C-Micro-services%2C-BigData%2C-RPA-%2C-Dockers-%2C-Ope-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23450264
Jira Architect,NodeLogix,"New York, NY",2 weeks ago,Jira Architect Location- East Coast Feel free to reach out on any of the numbers mentioned below: (O): (630) 423-7374,https://www.dice.com/jobs/detail/Jira-Architect-NodeLogix-New-York-NY-10001/90942064/6248733
Senior Data Lake...,Cardinal Integrated Technologies Inc,"New York, NY",19 hours ago,"Send your resume for immediate consideration with availability, contact and rate details to Title: Senior Data Lake...",https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer%26%2347Developer%26%2345Tech-Lead-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6333419
Senior Data Lake Engineer with...,Cardinal Integrated Technologies Inc,"New York, NY",4 days ago,Title: Senior Data Lake Engineer with Java/Python Exp Duration: 6 months CTH Location: New York Job Description: Hands-on Tech lead,https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer-with-Java%26%2347Python-Exp-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6224699
